order_id,customer_id,location_id,order_date,ship_date,ship_mode,order_priority
TU-2013-RW9690134-41282,RW-9690134,2882,2013-01-08,2013-01-12,Standard Class,Medium
TU-2013-SA10830134-41555,SA-10830134,2857,2013-10-08,2013-10-12,Standard Class,High
TU-2013-SF10200134-41417,SF-10200134,2891,2013-05-23,2013-05-26,First Class,High
TU-2013-SS10875134-41431,SS-10875134,2920,2013-06-06,2013-06-07,First Class,High
TU-2013-SS10875134-41506,SS-10875134,2882,2013-08-20,2013-08-26,Standard Class,Medium
TU-2013-SV10785134-41338,SV-10785134,2862,2013-03-05,2013-03-05,Same Day,High
TU-2013-SV10815134-41583,SV-10815134,2861,2013-11-05,2013-11-10,Standard Class,High
TU-2013-TA11385134-41326,TA-11385134,2885,2013-02-21,2013-02-27,Standard Class,Low
TU-2013-TB11250134-41396,TB-11250134,2882,2013-05-02,2013-05-03,First Class,Medium
TU-2013-TB11280134-41626,TB-11280134,2844,2013-12-18,2013-12-24,Standard Class,Medium
TU-2013-TB11400134-41472,TB-11400134,2882,2013-07-17,2013-07-23,Standard Class,Medium
TU-2013-TB11520134-41594,TB-11520134,2850,2013-11-16,2013-11-19,First Class,Critical
TU-2013-TB11625134-41515,TB-11625134,2904,2013-08-29,2013-08-29,Same Day,Critical
TU-2013-TC10980134-41591,TC-10980134,2882,2013-11-13,2013-11-17,Standard Class,High
TU-2013-TC11475134-41328,TC-11475134,2882,2013-02-23,2013-02-27,Standard Class,Medium
TU-2013-TH11235134-41520,TH-11235134,2837,2013-09-03,2013-09-04,First Class,Medium
TU-2013-VD11670134-41360,VD-11670134,2903,2013-03-27,2013-04-01,Standard Class,High
TU-2013-VF11715134-41373,VF-11715134,2873,2013-04-09,2013-04-15,Standard Class,Medium
TU-2013-VM11685134-41362,VM-11685134,2852,2013-03-29,2013-04-05,Standard Class,Low
TU-2013-VM11685134-41506,VM-11685134,2884,2013-08-20,2013-08-25,Standard Class,Medium
TU-2013-VS11820134-41362,VS-11820134,2921,2013-03-29,2013-04-01,First Class,High
TU-2013-VW11775134-41519,VW-11775134,2882,2013-09-02,2013-09-03,First Class,Medium
TU-2013-ZD11925134-41341,ZD-11925134,2891,2013-03-08,2013-03-09,First Class,High
TU-2014-AA315134-41901,AA-315134,2862,2014-09-19,2014-09-23,Standard Class,Medium
TU-2014-AC420134-41877,AC-420134,2882,2014-08-26,2014-08-27,First Class,High
TU-2014-AC420134-41983,AC-420134,2910,2014-12-10,2014-12-14,Standard Class,Medium
TU-2014-AG300134-41653,AG-300134,2882,2014-01-14,2014-01-19,Standard Class,High
TU-2014-AG390134-41647,AG-390134,2899,2014-01-08,2014-01-08,Same Day,Medium
TU-2014-AG765134-41763,AG-765134,2862,2014-05-04,2014-05-11,Standard Class,Low
TU-2014-AH195134-41891,AH-195134,2899,2014-09-09,2014-09-16,Standard Class,Medium
TU-2014-AH690134-41769,AH-690134,2879,2014-05-10,2014-05-15,Standard Class,Medium
TU-2014-AJ795134-41800,AJ-795134,2872,2014-06-10,2014-06-13,First Class,High
TU-2014-AR510134-41845,AR-510134,2891,2014-07-25,2014-08-01,Standard Class,Low
TU-2014-AR510134-41991,AR-510134,2844,2014-12-18,2014-12-20,Second Class,Medium
TU-2014-AR540134-41807,AR-540134,2936,2014-06-17,2014-06-21,Second Class,Medium
TU-2014-AR825134-41807,AR-825134,2882,2014-06-17,2014-06-21,Standard Class,High
TU-2014-AS135134-41649,AS-135134,2847,2014-01-10,2014-01-15,Standard Class,Medium
TU-2014-AW840134-41767,AW-840134,2872,2014-05-08,2014-05-10,Second Class,Medium
TU-2014-AW840134-41956,AW-840134,2891,2014-11-13,2014-11-15,First Class,Medium
TU-2014-BE1335134-41720,BE-1335134,2880,2014-03-22,2014-03-24,Second Class,High
TU-2014-BF1080134-41690,BF-1080134,2862,2014-02-20,2014-02-24,Standard Class,Medium
TU-2014-BF1275134-41999,BF-1275134,2862,2014-12-26,2014-12-31,Standard Class,Medium
TU-2014-BO1350134-41876,BO-1350134,2852,2014-08-25,2014-09-01,Standard Class,Medium
TU-2014-BP1050134-41823,BP-1050134,2882,2014-07-03,2014-07-09,Standard Class,Medium
TU-2014-BP1185134-41657,BP-1185134,2882,2014-01-18,2014-01-19,First Class,High
TU-2014-BP1185134-41822,BP-1185134,2850,2014-07-02,2014-07-06,Standard Class,High
TU-2014-BP1185134-41892,BP-1185134,2908,2014-09-10,2014-09-14,Standard Class,Medium
TU-2014-BT1440134-42000,BT-1440134,2882,2014-12-27,2015-01-01,Second Class,Medium
TU-2014-CA1965134-41828,CA-1965134,2850,2014-07-08,2014-07-14,Standard Class,Medium
TU-2014-CC2145134-41865,CC-2145134,2915,2014-08-14,2014-08-19,Standard Class,Medium
TU-2014-CC2475134-41905,CC-2475134,2891,2014-09-23,2014-09-29,Standard Class,Low
TU-2014-CC2610134-41812,CC-2610134,2924,2014-06-22,2014-06-28,Standard Class,Medium
TU-2014-CC2685134-41863,CC-2685134,2852,2014-08-12,2014-08-14,Second Class,High
TU-2014-CG2040134-41991,CG-2040134,2887,2014-12-18,2014-12-25,Standard Class,Medium
TU-2014-CL1890134-41941,CL-1890134,2936,2014-10-29,2014-11-02,Second Class,Medium
TU-2014-CL2700134-41803,CL-2700134,2937,2014-06-13,2014-06-18,Standard Class,High
TU-2014-CM2235134-41758,CM-2235134,2882,2014-04-29,2014-05-01,Second Class,Medium
TU-2014-CR2820134-41853,CR-2820134,2860,2014-08-02,2014-08-08,Standard Class,Medium
TU-2014-CS1845134-41896,CS-1845134,2881,2014-09-14,2014-09-16,Second Class,Critical
TU-2014-CS1950134-41870,CS-1950134,2882,2014-08-19,2014-08-23,Second Class,High
TU-2014-CS2130134-41843,CS-2130134,2882,2014-07-23,2014-07-28,Standard Class,Medium
TU-2014-CS2250134-41672,CS-2250134,2882,2014-02-02,2014-02-09,Standard Class,Medium
TU-2014-CV2295134-41678,CV-2295134,2866,2014-02-08,2014-02-13,Standard Class,High
TU-2014-CV2805134-41976,CV-2805134,2882,2014-12-03,2014-12-08,Standard Class,Medium
TU-2014-DB3210134-41787,DB-3210134,2844,2014-05-28,2014-05-28,Same Day,Critical
TU-2014-DB3405134-41812,DB-3405134,2882,2014-06-22,2014-06-26,Second Class,High
TU-2014-DC3285134-41977,DC-3285134,2862,2014-12-04,2014-12-08,Standard Class,Medium
TU-2014-DE3255134-41885,DE-3255134,2844,2014-09-03,2014-09-07,Standard Class,High
TU-2014-DH3675134-41734,DH-3675134,2882,2014-04-05,2014-04-06,First Class,High
TU-2014-DK3150134-41819,DK-3150134,2882,2014-06-29,2014-07-04,Standard Class,Medium
TU-2014-DL2925134-41744,DL-2925134,2910,2014-04-15,2014-04-20,Standard Class,Medium
TU-2014-DM2955134-41697,DM-2955134,2917,2014-02-27,2014-03-04,Standard Class,Medium
TU-2014-DM3345134-41908,DM-3345134,2888,2014-09-26,2014-09-26,Same Day,Critical
TU-2014-DN3690134-41776,DN-3690134,2872,2014-05-17,2014-05-21,Standard Class,Medium
TU-2014-DR2940134-41980,DR-2940134,2915,2014-12-07,2014-12-12,Standard Class,Medium
TU-2014-EB3840134-41689,EB-3840134,2882,2014-02-19,2014-02-21,First Class,Critical
TU-2014-EB3870134-41872,EB-3870134,2882,2014-08-21,2014-08-22,First Class,High
TU-2014-EG3900134-41794,EG-3900134,2904,2014-06-04,2014-06-08,Standard Class,Medium
TU-2014-EH4125134-41664,EH-4125134,2876,2014-01-25,2014-01-31,Standard Class,Medium
TU-2014-EM3825134-41707,EM-3825134,2882,2014-03-09,2014-03-12,Second Class,High
TU-2014-EM3960134-41657,EM-3960134,2889,2014-01-18,2014-01-25,Standard Class,Low
TU-2014-EM4065134-41891,EM-4065134,2882,2014-09-09,2014-09-13,Standard Class,Medium
TU-2014-EM4200134-41712,EM-4200134,2891,2014-03-14,2014-03-18,Standard Class,High
TU-2014-EN3780134-41782,EN-3780134,2882,2014-05-23,2014-05-27,Standard Class,High
TU-2014-ER3855134-41983,ER-3855134,2855,2014-12-10,2014-12-14,Standard Class,High
TU-2014-FH4365134-41982,FH-4365134,2847,2014-12-09,2014-12-13,Standard Class,Medium
TU-2014-GH4665134-41794,GH-4665134,2916,2014-06-04,2014-06-08,Standard Class,Medium
TU-2014-GM4455134-41930,GM-4455134,2882,2014-10-18,2014-10-19,First Class,High
TU-2014-GP4740134-41867,GP-4740134,2911,2014-08-16,2014-08-22,Standard Class,Medium
TU-2014-GZ4470134-41863,GZ-4470134,2852,2014-08-12,2014-08-16,Standard Class,High
TU-2014-HF4995134-41795,HF-4995134,2867,2014-06-05,2014-06-09,Standard Class,High
TU-2014-HK4890134-41733,HK-4890134,2864,2014-04-04,2014-04-07,Second Class,High
TU-2014-HL5040134-41858,HL-5040134,2882,2014-08-07,2014-08-12,Standard Class,Medium
TU-2014-HM4980134-41854,HM-4980134,2891,2014-08-03,2014-08-08,Standard Class,Medium
TU-2014-HR4770134-41887,HR-4770134,2882,2014-09-05,2014-09-08,First Class,High
TU-2014-JA5970134-41856,JA-5970134,2862,2014-08-05,2014-08-08,First Class,High
TU-2014-JA5970134-41949,JA-5970134,2915,2014-11-06,2014-11-09,First Class,High
TU-2014-JB5925134-41894,JB-5925134,2853,2014-09-12,2014-09-16,Standard Class,Medium
TU-2014-JC6105134-41690,JC-6105134,2891,2014-02-20,2014-02-27,Standard Class,Medium
TU-2014-JF5355134-41874,JF-5355134,2882,2014-08-23,2014-08-27,Standard Class,High
TU-2014-JF5565134-41818,JF-5565134,2890,2014-06-28,2014-06-30,First Class,High
TU-2014-JG5115134-41919,JG-5115134,2918,2014-10-07,2014-10-11,Standard Class,Medium
TU-2014-JG5310134-41829,JG-5310134,2852,2014-07-09,2014-07-15,Standard Class,Low
TU-2014-JH5430134-41738,JH-5430134,2868,2014-04-09,2014-04-09,Same Day,High
TU-2014-JH5910134-41806,JH-5910134,2905,2014-06-16,2014-06-22,Standard Class,Medium
TU-2014-JJ5445134-41976,JJ-5445134,2882,2014-12-03,2014-12-07,Standard Class,Medium
TU-2014-JJ5760134-41849,JJ-5760134,2908,2014-07-29,2014-08-03,Standard Class,Medium
TU-2014-JM6195134-41660,JM-6195134,2882,2014-01-21,2014-01-27,Standard Class,Medium
TU-2014-JP5460134-41895,JP-5460134,2881,2014-09-13,2014-09-16,Second Class,Medium
TU-2014-JR5670134-41905,JR-5670134,2857,2014-09-23,2014-09-28,Standard Class,High
TU-2014-JS5595134-41690,JS-5595134,2891,2014-02-20,2014-02-26,Standard Class,Medium
TU-2014-JS5940134-41641,JS-5940134,2856,2014-01-02,2014-01-07,Standard Class,Medium
TU-2014-JS5940134-41803,JS-5940134,2896,2014-06-13,2014-06-17,Second Class,High
TU-2014-JW5220134-41755,JW-5220134,2882,2014-04-26,2014-04-30,Second Class,Medium
TU-2014-JW5220134-41817,JW-5220134,2862,2014-06-27,2014-06-27,Same Day,High
TU-2014-KF6285134-41997,KF-6285134,2883,2014-12-24,2014-12-26,Second Class,High
TU-2014-KH6330134-41787,KH-6330134,2882,2014-05-28,2014-06-01,Standard Class,High
TU-2014-KH6630134-41885,KH-6630134,2851,2014-09-03,2014-09-07,Standard Class,Medium
TU-2014-KL6645134-41818,KL-6645134,2847,2014-06-28,2014-06-30,First Class,High
TU-2014-KM6225134-41879,KM-6225134,2862,2014-08-28,2014-09-02,Standard Class,Medium
TU-2014-KM6720134-41812,KM-6720134,2841,2014-06-22,2014-06-29,Standard Class,Medium
TU-2014-KN6705134-41797,KN-6705134,2930,2014-06-07,2014-06-09,First Class,Medium
TU-2014-LB6795134-41809,LB-6795134,2887,2014-06-19,2014-06-23,Standard Class,Medium
TU-2014-LC6885134-41718,LC-6885134,2837,2014-03-20,2014-03-25,Standard Class,Medium
TU-2014-LD7005134-41718,LD-7005134,2934,2014-03-20,2014-03-24,Standard Class,Medium
TU-2014-LD7005134-41798,LD-7005134,2915,2014-06-08,2014-06-12,Standard Class,Medium
TU-2014-LD7005134-41884,LD-7005134,2862,2014-09-02,2014-09-07,Standard Class,Medium
TU-2014-LS7200134-41782,LS-7200134,2882,2014-05-23,2014-05-27,Standard Class,Medium
TU-2014-LS7200134-41986,LS-7200134,2862,2014-12-13,2014-12-20,Standard Class,Low
TU-2014-LS7230134-41747,LS-7230134,2882,2014-04-18,2014-04-20,Second Class,Critical
TU-2014-LS7230134-41958,LS-7230134,2862,2014-11-15,2014-11-22,Standard Class,Low
TU-2014-LW6990134-41804,LW-6990134,2899,2014-06-14,2014-06-18,Standard Class,Medium
TU-2014-MC7635134-41705,MC-7635134,2882,2014-03-07,2014-03-14,Standard Class,Medium
TU-2014-MD7350134-41978,MD-7350134,2935,2014-12-05,2014-12-08,Second Class,High
TU-2014-MG7680134-41870,MG-7680134,2878,2014-08-19,2014-08-19,Same Day,High
TU-2014-MG7680134-41906,MG-7680134,2891,2014-09-24,2014-09-29,Second Class,Medium
TU-2014-MG7695134-41808,MG-7695134,2902,2014-06-18,2014-06-25,Standard Class,Medium
TU-2014-MG7890134-41996,MG-7890134,2882,2014-12-23,2014-12-23,Same Day,Medium
TU-2014-MJ7740134-41797,MJ-7740134,2844,2014-06-07,2014-06-10,Second Class,Critical
TU-2014-MJ7740134-41996,MJ-7740134,2862,2014-12-23,2014-12-28,Standard Class,Medium
TU-2014-MK7905134-41985,MK-7905134,2848,2014-12-12,2014-12-19,Standard Class,Medium
TU-2014-ML7410134-41712,ML-7410134,2872,2014-03-14,2014-03-14,Same Day,Medium
TU-2014-ML7410134-41998,ML-7410134,2871,2014-12-25,2014-12-30,Standard Class,Medium
TU-2014-MN7935134-41682,MN-7935134,2873,2014-02-12,2014-02-14,Second Class,Medium
TU-2014-MS7530134-41854,MS-7530134,2891,2014-08-03,2014-08-07,Second Class,High
TU-2014-MS7710134-41962,MS-7710134,2863,2014-11-19,2014-11-21,First Class,High
TU-2014-MT7815134-41773,MT-7815134,2886,2014-05-14,2014-05-19,Standard Class,Medium
TU-2014-MT8070134-41749,MT-8070134,2837,2014-04-20,2014-04-24,Standard Class,Medium
TU-2014-MY8295134-41860,MY-8295134,2837,2014-08-09,2014-08-11,Second Class,Medium
TU-2014-NC8340134-41818,NC-8340134,2882,2014-06-28,2014-07-04,Standard Class,Medium
TU-2014-NC8340134-41900,NC-8340134,2872,2014-09-18,2014-09-23,Standard Class,Medium
TU-2014-NC8535134-41899,NC-8535134,2874,2014-09-17,2014-09-21,Standard Class,High
TU-2014-NH8610134-41879,NH-8610134,2901,2014-08-28,2014-09-01,Standard Class,Medium
TU-2014-NR8550134-41961,NR-8550134,2840,2014-11-18,2014-11-22,Standard Class,High
TU-2014-ON8715134-41910,ON-8715134,2858,2014-09-28,2014-09-30,Second Class,Medium
TU-2014-PB8805134-41907,PB-8805134,2932,2014-09-25,2014-09-30,Second Class,Medium
TU-2014-PF9225134-41886,PF-9225134,2882,2014-09-04,2014-09-06,First Class,Critical
TU-2014-PJ9015134-41842,PJ-9015134,2878,2014-07-22,2014-07-26,Standard Class,Medium
TU-2014-PJ9015134-41909,PJ-9015134,2843,2014-09-27,2014-10-01,Standard Class,High
TU-2014-PK8910134-41798,PK-8910134,2915,2014-06-08,2014-06-14,Standard Class,Medium
TU-2014-PK9075134-41689,PK-9075134,2899,2014-02-19,2014-02-23,Standard Class,High
TU-2014-PK9075134-41822,PK-9075134,2882,2014-07-02,2014-07-02,Same Day,Critical
TU-2014-PM8940134-41692,PM-8940134,2871,2014-02-22,2014-02-28,Standard Class,Medium
TU-2014-RA9285134-41933,RA-9285134,2837,2014-10-21,2014-10-25,Standard Class,Medium
TU-2014-RA9885134-41940,RA-9885134,2884,2014-10-28,2014-10-30,First Class,High
TU-2014-RB9705134-41804,RB-9705134,2882,2014-06-14,2014-06-18,Standard Class,High
TU-2014-RD9660134-41828,RD-9660134,2844,2014-07-08,2014-07-12,Standard Class,High
TU-2014-RD9660134-41868,RD-9660134,2870,2014-08-17,2014-08-22,Standard Class,Medium
TU-2014-RD9810134-41804,RD-9810134,2882,2014-06-14,2014-06-14,Same Day,Medium
TU-2014-RM9675134-41658,RM-9675134,2887,2014-01-19,2014-01-22,First Class,High
TU-2014-RP9855134-41969,RP-9855134,2878,2014-11-26,2014-11-30,Standard Class,High
TU-2014-RR9525134-41878,RR-9525134,2937,2014-08-27,2014-09-02,Standard Class,Medium
TU-2014-SB10170134-41882,SB-10170134,2844,2014-08-31,2014-09-06,Standard Class,Low
TU-2014-SB10290134-41852,SB-10290134,2837,2014-08-01,2014-08-05,Standard Class,Medium
TU-2014-SC10020134-41901,SC-10020134,2915,2014-09-19,2014-09-23,Second Class,Medium
TU-2014-SC10095134-41698,SC-10095134,2891,2014-02-28,2014-03-07,Standard Class,Medium
TU-2014-SC10260134-41755,SC-10260134,2882,2014-04-26,2014-04-29,Second Class,Medium
TU-2014-SC10770134-41833,SC-10770134,2862,2014-07-13,2014-07-18,Standard Class,Medium
TU-2014-SD10485134-41771,SD-10485134,2862,2014-05-12,2014-05-13,First Class,High
TU-2014-SF10200134-41711,SF-10200134,2862,2014-03-13,2014-03-18,Standard Class,High
TU-2014-SF10965134-41992,SF-10965134,2856,2014-12-19,2014-12-24,Standard Class,Medium
TU-2014-SJ10215134-41986,SJ-10215134,2891,2014-12-13,2014-12-18,Standard Class,Medium
TU-2014-SJ10500134-41975,SJ-10500134,2844,2014-12-02,2014-12-04,Second Class,High
TU-2014-SK9990134-41942,SK-9990134,2882,2014-10-30,2014-11-05,Standard Class,Medium
TU-2014-SK9990134-41992,SK-9990134,2882,2014-12-19,2014-12-20,First Class,High
TU-2014-SL10155134-41909,SL-10155134,2883,2014-09-27,2014-09-29,Second Class,High
TU-2014-SM10320134-41685,SM-10320134,2909,2014-02-15,2014-02-19,Standard Class,Medium
TU-2014-SM10950134-41803,SM-10950134,2844,2014-06-13,2014-06-19,Standard Class,Medium
TU-2014-SN10710134-41993,SN-10710134,2844,2014-12-20,2014-12-26,Standard Class,Low
TU-2014-SP10620134-41906,SP-10620134,2872,2014-09-24,2014-09-29,Standard Class,Medium
TU-2014-SV10365134-41807,SV-10365134,2882,2014-06-17,2014-06-23,Standard Class,Medium
TU-2014-SV10815134-41696,SV-10815134,2936,2014-02-26,2014-03-03,Standard Class,Medium
TU-2014-TB11175134-41993,TB-11175134,2882,2014-12-20,2014-12-23,First Class,High
TU-2014-TB11250134-41849,TB-11250134,2930,2014-07-29,2014-07-29,Same Day,Medium
TU-2014-TB11355134-41917,TB-11355134,2844,2014-10-05,2014-10-06,First Class,High
TU-2014-TB11625134-41971,TB-11625134,2878,2014-11-28,2014-11-28,Same Day,Critical
TU-2014-TC11145134-41656,TC-11145134,2875,2014-01-17,2014-01-21,Standard Class,High
TU-2014-TC11295134-42003,TC-11295134,2904,2014-12-30,2015-01-04,Standard Class,Medium
TU-2014-TH11235134-41990,TH-11235134,2882,2014-12-17,2014-12-24,Standard Class,Medium
TU-2014-TM11490134-42004,TM-11490134,2873,2014-12-31,2015-01-04,Standard Class,Medium
TU-2014-TP11130134-41842,TP-11130134,2882,2014-07-22,2014-07-27,Standard Class,Medium
TU-2014-TR11325134-41676,TR-11325134,2891,2014-02-06,2014-02-10,Standard Class,High
TU-2014-TS11655134-41957,TS-11655134,2867,2014-11-14,2014-11-14,Same Day,Critical
TU-2014-TT11265134-41830,TT-11265134,2891,2014-07-10,2014-07-14,Standard Class,High
TU-2014-TT11460134-41703,TT-11460134,2858,2014-03-05,2014-03-10,Standard Class,Medium
TU-2014-TT11460134-41962,TT-11460134,2891,2014-11-19,2014-11-25,Standard Class,Medium
TU-2014-TZ11445134-42001,TZ-11445134,2878,2014-12-28,2015-01-01,Standard Class,Medium
TU-2015-AA315134-42367,AA-315134,2847,2015-12-29,2016-01-04,Standard Class,Medium
TU-2015-AA375134-42116,AA-375134,2862,2015-04-22,2015-04-26,Standard Class,Medium
TU-2015-AB10060134-42236,AB-10060134,2891,2015-08-20,2015-08-26,Standard Class,Medium
TU-2015-AB105134-42326,AB-105134,2844,2015-11-18,2015-11-22,Standard Class,Medium
TU-2015-AB165134-42353,AB-165134,2837,2015-12-15,2015-12-19,Standard Class,Medium
TU-2015-AD180134-42157,AD-180134,2882,2015-06-02,2015-06-07,Standard Class,Medium
TU-2015-AD180134-42364,AD-180134,2870,2015-12-26,2015-12-30,Standard Class,Medium
TU-2015-AG270134-42356,AG-270134,2925,2015-12-18,2015-12-22,Standard Class,Medium
TU-2015-AG300134-42271,AG-300134,2851,2015-09-24,2015-09-30,Standard Class,Medium
TU-2015-AG495134-42130,AG-495134,2839,2015-05-06,2015-05-13,Standard Class,Medium
TU-2015-AG495134-42259,AG-495134,2917,2015-09-12,2015-09-17,Standard Class,Medium
TU-2015-AG675134-42099,AG-675134,2882,2015-04-05,2015-04-10,Standard Class,Medium
TU-2015-AG765134-42209,AG-765134,2882,2015-07-24,2015-07-28,Standard Class,Medium
TU-2015-AH585134-42062,AH-585134,2936,2015-02-27,2015-03-03,Standard Class,Medium
TU-2015-AH585134-42172,AH-585134,2882,2015-06-17,2015-06-22,Standard Class,High
TU-2015-AJ960134-42075,AJ-960134,2882,2015-03-12,2015-03-15,Second Class,Medium
TU-2015-AR345134-42228,AR-345134,2882,2015-08-12,2015-08-16,Second Class,High
TU-2015-AS10045134-42136,AS-10045134,2878,2015-05-12,2015-05-17,Second Class,Medium
TU-2015-AS630134-42333,AS-630134,2920,2015-11-25,2015-11-30,Standard Class,Medium
TU-2015-AT435134-42014,AT-435134,2866,2015-01-10,2015-01-15,Standard Class,Medium
TU-2015-AT435134-42046,AT-435134,2882,2015-02-11,2015-02-11,Same Day,Medium
TU-2015-AW840134-42272,AW-840134,2844,2015-09-25,2015-09-25,Same Day,High
TU-2015-AW930134-42332,AW-930134,2882,2015-11-24,2015-11-30,Standard Class,Low
TU-2015-AY555134-42110,AY-555134,2934,2015-04-16,2015-04-19,First Class,Critical
TU-2015-AZ750134-42132,AZ-750134,2887,2015-05-08,2015-05-13,Standard Class,Medium
TU-2015-AZ750134-42166,AZ-750134,2882,2015-06-11,2015-06-18,Standard Class,Low
TU-2015-BB1545134-42216,BB-1545134,2891,2015-07-31,2015-08-03,Second Class,Medium
TU-2015-BB990134-42059,BB-990134,2861,2015-02-24,2015-02-26,Second Class,Critical
TU-2015-BC1125134-42238,BC-1125134,2882,2015-08-22,2015-08-25,First Class,Medium
TU-2015-BD1725134-42209,BD-1725134,2915,2015-07-24,2015-07-26,First Class,High
TU-2015-BD1770134-42131,BD-1770134,2934,2015-05-07,2015-05-12,Standard Class,High
TU-2015-BF1020134-42159,BF-1020134,2867,2015-06-04,2015-06-08,Second Class,Medium
TU-2015-BF1020134-42273,BF-1020134,2844,2015-09-26,2015-09-30,Standard Class,Medium
TU-2015-BG1740134-42293,BG-1740134,2882,2015-10-16,2015-10-20,Second Class,Medium
TU-2015-BH1710134-42181,BH-1710134,2882,2015-06-26,2015-06-27,First Class,High
TU-2015-BK1260134-42145,BK-1260134,2881,2015-05-21,2015-05-26,Standard Class,Medium
TU-2015-BK1260134-42311,BK-1260134,2844,2015-11-03,2015-11-07,Second Class,Medium
TU-2015-BK1260134-42321,BK-1260134,2882,2015-11-13,2015-11-18,Second Class,Medium
TU-2015-BM1140134-42356,BM-1140134,2882,2015-12-18,2015-12-20,Second Class,Medium
TU-2015-BN1470134-42146,BN-1470134,2882,2015-05-22,2015-05-27,Second Class,High
TU-2015-BN1515134-42342,BN-1515134,2882,2015-12-04,2015-12-10,Standard Class,Medium
TU-2015-BO1350134-42041,BO-1350134,2876,2015-02-06,2015-02-08,First Class,High
TU-2015-BP1050134-42070,BP-1050134,2886,2015-03-07,2015-03-12,Second Class,Medium
TU-2015-BP1050134-42358,BP-1050134,2883,2015-12-20,2015-12-25,Standard Class,High
TU-2015-BP1185134-42364,BP-1185134,2894,2015-12-26,2015-12-31,Standard Class,Medium
TU-2015-BS1665134-42217,BS-1665134,2844,2015-08-01,2015-08-04,First Class,High
TU-2015-BT1440134-42276,BT-1440134,2850,2015-09-29,2015-10-04,Second Class,Medium
TU-2015-BT1485134-42235,BT-1485134,2901,2015-08-19,2015-08-26,Standard Class,Low
TU-2015-BT1485134-42272,BT-1485134,2838,2015-09-25,2015-09-29,Standard Class,Medium
TU-2015-BV1245134-42124,BV-1245134,2882,2015-04-30,2015-05-04,Second Class,Medium
TU-2015-CA2265134-42013,CA-2265134,2866,2015-01-09,2015-01-15,Standard Class,Low
TU-2015-CA2775134-42060,CA-2775134,2882,2015-02-25,2015-03-03,Standard Class,Medium
TU-2015-CB2535134-42017,CB-2535134,2891,2015-01-13,2015-01-16,Second Class,Medium
TU-2015-CC2100134-42224,CC-2100134,2882,2015-08-08,2015-08-11,Second Class,Critical
TU-2015-CC2220134-42348,CC-2220134,2899,2015-12-10,2015-12-10,Same Day,High
TU-2015-CC2670134-42108,CC-2670134,2921,2015-04-14,2015-04-19,Standard Class,Medium
TU-2015-CD2790134-42238,CD-2790134,2891,2015-08-22,2015-08-27,Standard Class,Medium
TU-2015-CK2205134-42276,CK-2205134,2873,2015-09-29,2015-09-30,First Class,High
TU-2015-CL2565134-42327,CL-2565134,2882,2015-11-19,2015-11-25,Standard Class,Medium
TU-2015-CM2445134-42021,CM-2445134,2878,2015-01-17,2015-01-20,First Class,Medium
TU-2015-CM2715134-42008,CM-2715134,2926,2015-01-04,2015-01-07,Second Class,High
TU-2015-CR2820134-42129,CR-2820134,2852,2015-05-05,2015-05-05,Same Day,High
TU-2015-CS1860134-42042,CS-1860134,2929,2015-02-07,2015-02-10,First Class,Medium
TU-2015-CS2355134-42101,CS-2355134,2890,2015-04-07,2015-04-07,Same Day,High
TU-2015-CS2460134-42167,CS-2460134,2844,2015-06-12,2015-06-16,Standard Class,Medium
TU-2015-Co2640134-42007,Co-2640134,2881,2015-01-03,2015-01-09,Standard Class,Medium
TU-2015-DG3300134-42355,DG-3300134,2850,2015-12-17,2015-12-21,Standard Class,High
TU-2015-DK2835134-42168,DK-2835134,2867,2015-06-13,2015-06-15,First Class,Critical
TU-2015-DK3150134-42024,DK-3150134,2921,2015-01-20,2015-01-26,Standard Class,Medium
TU-2015-DK3150134-42157,DK-3150134,2904,2015-06-02,2015-06-08,Standard Class,Medium
TU-2015-DK3225134-42109,DK-3225134,2882,2015-04-15,2015-04-18,First Class,Medium
TU-2015-DL3495134-42087,DL-3495134,2844,2015-03-24,2015-03-26,Second Class,Critical
TU-2015-DM2955134-42357,DM-2955134,2904,2015-12-19,2015-12-22,First Class,High
TU-2015-DM3525134-42048,DM-3525134,2883,2015-02-13,2015-02-19,Standard Class,Medium
TU-2015-DS3180134-42298,DS-3180134,2918,2015-10-21,2015-10-21,Same Day,High
TU-2015-DV3045134-42144,DV-3045134,2872,2015-05-20,2015-05-22,Second Class,High
TU-2015-DV3045134-42335,DV-3045134,2891,2015-11-27,2015-12-01,Standard Class,High
TU-2015-DV3045134-42336,DV-3045134,2856,2015-11-28,2015-11-28,Same Day,Medium
TU-2015-EA4035134-42137,EA-4035134,2904,2015-05-13,2015-05-16,First Class,Medium
TU-2015-EB3750134-42185,EB-3750134,2874,2015-06-30,2015-07-05,Standard Class,High
TU-2015-EB3840134-42326,EB-3840134,2871,2015-11-18,2015-11-22,Standard Class,High
TU-2015-EB3930134-42126,EB-3930134,2913,2015-05-02,2015-05-07,Second Class,Medium
TU-2015-EB3930134-42341,EB-3930134,2850,2015-12-03,2015-12-07,Second Class,Medium
TU-2015-ED3885134-42292,ED-3885134,2882,2015-10-15,2015-10-21,Standard Class,Medium
TU-2015-EH3990134-42336,EH-3990134,2844,2015-11-28,2015-12-02,Standard Class,Medium
TU-2015-EH4125134-42068,EH-4125134,2857,2015-03-05,2015-03-07,First Class,High
